"id","manz_ccnct","cod_barr","barrio","zona","y_pred24","y_pred24_red","y_pred23","y_pred23_red","y_pred22","y_pred22_red","y_pred21","y_pred21_red","y_pred20","y_pred20_red","y_pred19","y_pred19_red","y_pred18","y_pred18_red","n2017","n2016","n2015","n2014","n2013","n2012","n2011","n2010","n2009","n2008","n2007"
82,"7600110000000017130201","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.141925336244404,0,0.48966218793044,0,0.127616330160117,0,0,0,0,0,0,1,0,0,0,0,0
83,"7600110000000017130102","2296","Parcelaciones Pance","Ciudad Jardin",1.0136964857658,1,0.740026905325226,1,1.20369426705763,1,0.600238315786892,1,0.793604149122006,1,0.552507300069448,1,0.393221771012767,0,1,1,1,0,0,0,0,1,1,0,1
84,"7600110000000017090311","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.147502060364594,0,0.129334897492952,0,0,0,0,0,0,0,0,1,0,1,1
85,"7600110000000017130203","2296","Parcelaciones Pance","Ciudad Jardin",0.447829702630406,0,0.503611085861133,1,0.478308221827294,0,0.586552553775069,1,0.266010916334343,0,0.488961325964779,0,0.123541786773441,0,0,1,0,1,0,0,0,1,0,0,0
86,"7600110000000017050306","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.144840862561423,0,0.144840862561423,0,0,0,0,0,0,0,0,0,0,0,1
87,"7600110000000017050404","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.144840862561423,0,0.144840862561423,0,0,0,0,0,0,0,0,0,0,0,0
88,"7600110000000017050405","2296","Parcelaciones Pance","Ciudad Jardin",4.774,5,4.702,5,4.886,5,4.75266666666666,5,4.622,5,4.6285,5,4.4704,4,5,5,6,5,4,8,3,3,5,2,3
89,"7600110000000017050406","2296","Parcelaciones Pance","Ciudad Jardin",1.16432134639224,1,1.16165467972557,1,1.16432134639224,1,1.16432134639224,1,1.16816749339556,1,0.782868885387707,1,1.0789046975971,1,1,1,1,1,1,0,2,1,0,3,3
90,"7600110000000017050302","2296","Parcelaciones Pance","Ciudad Jardin",0.86759775936948,1,0.89000800068987,1,0.38739876553182,0,0.987103925335218,1,0.630813149222961,1,0.13297919822916,0,1.35715679319743,1,0,2,0,0,1,0,0,0,0,1,0
91,"7600110000000017090321","2296","Parcelaciones Pance","Ciudad Jardin",1.71142460810628,2,1.72742460810628,2,1.75037698905866,2,1.93540164351758,2,2.00306831018425,2,1.91681049692963,2,1.93884698788965,2,2,2,2,2,3,3,1,1,2,1,0
92,"7600110000000017050401","2296","Parcelaciones Pance","Ciudad Jardin",1.66298146171019,2,1.70269296687169,2,1.90651556848151,2,1.69502854710935,2,1.65939192899417,2,1.51671957186469,2,1.68010043203491,2,2,1,1,3,2,1,0,0,2,1,1
93,"7600110000000017050402","2296","Parcelaciones Pance","Ciudad Jardin",2.03686128297825,2,1.6619592996901,2,2.03261625388969,2,1.65862136631539,2,2.13129828617113,2,3.26530882740447,3,1.34066742043268,1,4,2,3,2,1,2,2,2,0,2,0
94,"7600110000000017130138","2296","Parcelaciones Pance","Ciudad Jardin",1.59777346623531,2,1.58872920531985,2,1.26960572690807,1,1.30864812587942,1,1.87104614650481,2,1.44881704263478,1,1.74772792405906,2,0,0,3,0,1,2,1,2,0,1,0
95,"7600110000000017040203","2296","Parcelaciones Pance","Ciudad Jardin",0.402676693048449,0,1.20955283508097,1,0.6724818536463,1,1.06260369572465,1,0.727179448417422,1,0.123541786773441,0,1.07768453818804,1,0,1,1,0,1,0,0,0,1,0,1
96,"7600110000000017040211","2296","Parcelaciones Pance","Ciudad Jardin",1.9666899817875,2,1.65056453579823,2,1.75990735541834,2,1.73795208707357,2,1.43858126223048,1,1.28849488605325,1,2.07253453213453,2,1,4,1,1,3,2,1,4,1,3,2
97,"7600110000000017040108","2296","Parcelaciones Pance","Ciudad Jardin",1.74065103250149,2,1.7088708982593,2,1.86824013854165,2,1.65163572530324,2,1.68574759824741,2,1.07465016127875,1,1.58668215858177,2,1,1,1,0,2,2,0,5,4,1,1
98,"7600110000000017040303","2296","Parcelaciones Pance","Ciudad Jardin",1.86854435176131,2,1.64915161513523,2,1.95075183052241,2,1.64623503885175,2,1.40998652785123,1,2.36618065729164,2,1.45069369280648,1,4,2,0,0,2,0,0,0,1,0,2
99,"7600110000000017040304","2296","Parcelaciones Pance","Ciudad Jardin",1.7646759970794,2,1.68873082166923,2,1.83699834841228,2,1.73376934248528,2,1.66136581634527,2,1.45287475460148,1,1.55608779934075,2,1,2,1,2,3,1,1,1,3,0,3
100,"7600110000000017040302","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.127616330160117,0,0.147502060364594,0,0,0,0,0,0,0,1,0,0,0,1
101,"7600110000000017040406","2296","Parcelaciones Pance","Ciudad Jardin",0.345198915069356,0,0.636653624733653,1,0.234176854498607,0,0.923997133188979,1,0.621173491462434,1,0.325085471824074,0,0.786767975181213,1,0,0,0,0,2,2,1,0,1,0,0
102,"7600110000000017040109","2296","Parcelaciones Pance","Ciudad Jardin",0.79159308944438,1,0.601789434699984,1,1.00768611579888,1,0.891067664895159,1,0.890672843003907,1,0.848296713324139,1,0.505490986695896,1,0,0,0,5,1,1,0,1,2,1,2
103,"7600110000000017040405","2296","Parcelaciones Pance","Ciudad Jardin",0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.161982730082017,0,0.129334897492952,0,0.144840862561423,0,0,0,0,0,0,0,0,0,1,0,1
